"TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS"
4.39390239476661,3.1,0.27,0.32,4.5,-0.231,29,178,1.00787,3.45,-0.42,12.1,0,1.79175946922805,3
2.66297556419443,4,-0.61,0.3,27.1,1.201,18,275,0.92656,3.88,1.94,9.6,-1,2.07944154167984,2
1.92943261668297,6.2,-0.97,0.29,2.1,-0.225,123,98,1.06779,4.3,0.36,9.8,0,1.94591014905531,1
5.24744549661981,1.2,-1.22,-0.61,-16.1,0.052,38,231,0.998,2.82,1.53,14.9,1,2.07944154167984,3
3.57979650602377,13.8,0.36,0.38,-27,0.028,107,318,0.99274,2.74,0.43,12.1,0,1.94591014905531,2
3.15168293158772,7.2,0.35,-1.26,28,1.145,-16,75,1.01934,3.4,3.41,9.5,0,2.07944154167984,2
2.81202883299163,6.3,-0.015,0.22,65.5,-0.109,26,141,0.99824,2.88,0.5,10,-1,1.94591014905531,2
4.86474292711382,9.6,1.65,1.94,-26.2,-0.241,-11,156,1.04008,3.37,0.36,4.1,1,1.94591014905531,3
4.30871432066556,6.5,-0.88,-0.43,1.5,0.062,44,-51,0.9928,2.66,0.44,13.3,0,1.94591014905531,3
3.52590751777794,-10.1,0.26,0.21,57.9,-0.142,237,125,0.99695,3.06,0.73,10.7,0,1.94591014905531,2
4.30679620401568,6.7,-0.78,0.29,5.3,0.586,31,122,0.98948,3.44,0.79,16.5,0,1.94591014905531,3
4.3294206694694,7.2,-2.07,-0.97,1.4,0.316,5,118,0.96621,4.26,0.12,7.3,1,2.07944154167984,2
1.84646012967332,9.1,0.3,0.74,19,0.265,293,-188,0.9945,3.21,0.46,9.9,0,2.07944154167984,1
3.51905702977612,7.1,-0.33,1.47,-6.4,0.129,-135,87,0.98215,3.26,0.81,25.6,-1,2.07944154167984,3
2.21874086426441,15.4,1.87,1.61,2.7,0.119,304,80,1.00359,3.03,0.37,11.3,-2,1.94591014905531,2
4.07030361977976,-1.3,0.21,-0.38,35.4,-0.358,49,115,1.04331,4.13,1.26,-0.2,1,1.94591014905531,2
2.23018405681021,18.8,0.31,-0.27,1.6,0.021,-138,67,0.9924,3.08,0.25,10.5,1,2.19722457733622,1
3.15224407944413,28.6,-1.17,-0.49,-49.4,0.029,168,474,0.95848,2.34,0.42,12.9,-1,1.79175946922805,2
3.27011597204648,6.5,-0.81,-1.02,14.7,0.053,119,176,1.0103,3.4,0.49,7.2,0,2.19722457733622,2
5.52865760211942,10.9,1.37,0.26,13.2,0.046,57,553,0.98693,3.17,0.41,14,2,1.94591014905531,2
1.83853865657249,10.5,1.52,-0.35,11.9,-0.4,244,145,1.0802,4,0.45,8.4,0,1.94591014905531,1
1.90142427949331,6.2,0.34,0.28,7.5,0.015,40,197,0.99485,3.04,0.6,9.7,0,1.94591014905531,1
1.83615420051186,11.5,0.75,0.13,6.3,0.467,19,46,0.95214,2.84,0.25,11.1,0,2.07944154167984,1
3.33534120965689,17.3,-0.53,-0.65,-20,0.36,30,-261,0.9917,1.97,0.39,11.4,0,2.19722457733622,2
5.20845659130255,7.8,0.41,0.73,-7.1,0.24,25,56,1.04521,2.08,1.67,10.5,1,2.30258509299405,4
2.13430615424394,9.5,-0.62,0.34,6.7,0.621,21,162,1.03502,3.67,1.56,10.6,1,2.30258509299405,1
3.9496205863225,8.1,0.91,0.62,-26.6,0.034,30,177,0.99085,2.44,0.78,9.6,0,2.07944154167984,3
3.40055980009405,15.9,1.69,2.14,7.5,0.558,22,71,0.89745,2.32,0.69,8.8,1,2.83321334405622,2
3.94292593597806,7,0.58,1.41,-41.3,0.091,35,-112,0.9956,3.7,0.48,8.8,0,2.07944154167984,3
2.91635613625542,5.4,-1.17,2.32,3,0.052,21,-123,0.993,3.71,0.75,5.4,-1,1.79175946922805,2
5.31176893719243,13.8,0.9,-0.81,20.7,0.093,94,443,0.9543,3.73,1.88,12,2,2.70805020110221,3
3.56855405512819,14.9,0.32,0.2,1.1,-0.166,155,8,0.9928,3.24,1.24,11.3,0,1.94591014905531,2
3.59986151191581,11.8,-1.09,0.53,-49.5,0.051,-158,247,1.01147,3,1.1,12.1,0,1.94591014905531,2
3.8980588475676,1.9,0.27,-0.77,-10.7,0.05,41,143,0.99002,2.14,1.77,12.4,0,2.19722457733622,3
1.89306026063924,7.3,0.175,-0.56,2.5,-0.491,165,184,0.9966,3.36,0.59,11,0,2.07944154167984,1
2.2922543143702,1.4,-0.95,-0.93,-7.2,0.104,10,22,0.96116,3.39,0.68,10.6,1,2.19722457733622,1
2.16200023714407,6.4,1.65,1,56.9,0.046,53,149,1.02363,3.21,0.89,10.8,-2,1.94591014905531,2
3.3299799914073,7.9,0.17,0.32,-61.1,0.053,68,138,1.04017,2.93,1.86,9.6,0,2.07944154167984,2
2.6109289633985,8.2,-0.51,-0.26,53,0.062,121,80,0.98974,3.1,0.53,7,-1,2.19722457733622,2
1.97954228078181,5.8,0.42,0.31,-19.9,0.052,55,230,0.9949,4.12,0.46,9.8,0,1.79175946922805,1
1.85297720141508,16.1,-0.45,0.87,-25.7,0.053,51,202,0.9955,3.24,-0.03,1.2,0,1.94591014905531,1
1.90082909932496,15.9,-0.9,1.2,2.4,0.086,-100,439,0.95848,3.4,0.53,10.1,0,2.07944154167984,1
4.42101793503549,5.7,0.7,0.32,8.2,0.043,28,-50,0.94113,3.31,-0.5,12.6,0,1.79175946922805,3
3.43660583077902,6.9,0.17,0.54,67.1,0.064,-153,-198,0.99904,3.29,0.37,9.3,0,1.94591014905531,2
3.44577336971376,17.2,0.2,0.49,30,-0.473,-236,421,1.03769,3.26,-0.68,18.4,0,2.19722457733622,2
4.71077989002827,9.2,1.55,0.27,0.9,0.185,-150,61,0.99768,3.59,-0.88,6.3,2,2.30258509299405,2
2.3378312730699,-0.6,-0.385,0.36,32.5,0.414,-117,120,0.99312,2.02,0.31,14.1,1,2.07944154167984,1
7.48979645552192,6.3,0.21,0.58,-50.3,0.081,34,-1,1.02194,3.16,-1.15,13,2,1.94591014905531,4
5.49942592490746,4,-0.58,0.4,-59,0.034,-137,-178,0.99144,3.21,1.21,12.1,1,1.79175946922805,3
2.74681505636438,-1.8,-0.4,0.43,11,0.155,225,132,0.99067,1.9,-0.91,8.8,-1,2.07944154167984,2
1.64254282513824,2.6,0.21,0.31,-69.3,-0.46,-95,61,0.9461,4.48,1.29,12,-1,1.79175946922805,1
5.38893624103574,1.5,0.45,0.27,0.8,-0.286,-115,335,0.9838,2.21,-0.37,15.6,1,1.94591014905531,3
4.13324890474768,6,0.28,0.38,1.3,0.111,37,104,0.98865,3.2,-0.86,9,0,1.94591014905531,3
1.32632607929331,3.9,0.33,1.24,-28.8,0.567,-157,200,0.96715,2.17,-2.86,2.6,-1,2.30258509299405,1
1.86301485275901,6.7,0.18,-1.23,10.2,0.039,17,296,0.95727,3.11,0.53,4.6,0,1.94591014905531,1
3.91920960074419,7.8,0.21,1.47,-45.6,0.039,181,140,0.9959,2.32,0.31,4.2,0,2.07944154167984,3
1.55871634363385,7.2,0.57,0.06,44.4,0.082,-55,142,0.9972,3.36,-0.59,21.6,-1,2.07944154167984,1
4.44869733559537,7.6,1.64,1.05,1.4,-0.195,41,142,0.9934,3.88,0.53,10.1,0,2.07944154167984,4
4.21681413173611,7.3,-0.475,0.2,10.2,0.631,296,212,1.012,2.96,0.58,9.2,1,2.07944154167984,2
2.39957943644897,7.2,0.16,0.05,-28.3,0.037,164,104,0.9924,3.23,1.73,16.2,1,2.07944154167984,1
6.02516453885929,18.1,-0.215,0.4,13.5,-0.49,301,154,1,3.35,2.02,14.5,1,2.07944154167984,4
2.53731930574779,8.5,0.12,0.26,4.3,0.038,284,97,0.99477,2.38,-1.28,9.2,1,1.79175946922805,1
4.03036822183837,7.1,1.32,0.95,-4.6,0.621,-185,-37,1.0729,3.1,0.49,14.2,1,2.07944154167984,2
4.85551021429289,-3.3,0.22,1.56,2.3,0.052,-288,373,0.991,3.96,0.35,8,1,2.07944154167984,3
3.39801541082991,7.2,-0.69,0.27,5.8,0.243,46,149,1.0042,2.6,0.59,9.3,0,2.07944154167984,2
4.42437995907597,7.5,0.81,-0.31,2,-0.333,201,39,0.98949,3.36,1.58,13.6,0,1.79175946922805,3
3.34576438486488,7,-0.52,0.41,18.75,0.042,-227,157,1.02992,2.49,0.5,9.7,0,2.07944154167984,2
2.86356680373984,7.5,0.27,1.77,-23.6,-0.141,180,-127,0.92398,2.04,-1.15,11.9,-1,2.07944154167984,2
2.82791197408319,5.8,1.55,0.4,1.2,0.076,47,-113,1.01491,3.13,0.45,10.3,-1,1.79175946922805,2
3.26232867200605,6.7,0.24,-2.27,-25.45,0.432,350,-101,0.99189,4.3,0.59,8.3,-1,1.94591014905531,3
3.30696423509045,21.1,0.52,-0.55,-48.5,0.055,-71,524,1.02169,3.27,0.5,8,0,2.07944154167984,2
3.19263208820507,11.3,-0.96,-0.49,-8.8,0.084,7,250,0.99831,3.08,-0.13,14.7,0,2.484906649788,2
1.51409015488884,7.5,0.28,1.46,1.6,0.071,33,-6,0.99847,3.19,2.11,10.2,-1,1.94591014905531,1
6.25211973546029,5.6,0.18,-0.48,-6.1,0.549,-68,47,0.94717,3.94,-0.23,14.7,1,1.79175946922805,4
1.54579540533448,-4.2,0.27,0.33,-3.1,0.042,224,183,0.99215,4.1,-0.84,10.7,-1,1.94591014905531,1
2.34098844484975,7.2,0.69,0.72,1.2,-0.514,32,180,0.98983,2.04,0.61,10.5,1,2.07944154167984,1
1.60007188644051,1.9,1.68,0.08,61.2,0.374,28,46,0.9988,3.32,1.68,9.7,0,2.39789527279837,1
1.36640432025958,8.2,0.345,-0.37,18.2,-0.344,-104,205,0.99965,1.72,-0.62,6.2,-1,2.30258509299405,1
1.73799033739306,10,0.49,0.2,11,-0.277,13,50,1.0015,3.16,0.79,14.5,0,2.39789527279837,1
1.79399613732534,-4.2,0.68,0.87,7.2,0.078,256,39,1.03978,3.26,2.24,9.9,0,2.07944154167984,1
2.82042595913054,1.1,1.43,0.56,71.2,-0.471,-95,412,0.98018,3.14,0.46,8.7,2,2.07944154167984,1
5.26410262047522,7.7,0.66,0.04,-26.9,0.039,4,709,0.9962,0.83,0.47,9.4,2,2.07944154167984,2
5.08599775851382,11.3,1.44,1.38,3.5,0.039,29,191,0.9908,3.34,0.52,16.1,1,2.07944154167984,3
1.53802293734801,5.6,0.245,0.32,1.1,0.197,242,-12,1.03087,4.11,1.2,6.5,-1,1.79175946922805,1
3.56929975337464,6.5,-1.15,-0.68,8.5,0.047,-105,210,0.9962,2.82,-1.19,8.9,0,1.94591014905531,2
2.5141034829874,7,0.38,0.45,13.65,-0.162,-136,460,1.03591,3,3.19,2.6,-1,2.07944154167984,2
1.78865698136162,2.9,0.57,0.08,2.6,0.089,14,27,1.03774,4.01,1.53,10.4,0,2.07944154167984,1
1.80420754399063,8.5,0.46,0.89,1.4,-0.056,246,45,0.99702,3.03,1.35,15.6,0,2.30258509299405,1
5.23049459518323,6.9,-0.17,0.66,-25.6,0.063,-143,-136,0.9957,3.54,0.02,8,2,2.07944154167984,2
5.96502258330106,7.4,0.12,0.22,1.4,0.467,16,-146,1.03755,3.98,0.77,23.6,1,2.07944154167984,4
6.5904971352346,2.8,-0.25,0.59,12,0.053,55,177,0.96136,3.52,0.44,9.9,2,1.94591014905531,3
1.4873091960475,7.4,0.19,0.31,-7.9,0.045,39,421,1.0375,3.1,0.5,13.4,-1,2.07944154167984,1
3.61870959739146,6.6,0.5,-0.39,9.2,-0.516,240,92,0.99206,3.07,0.35,11.7,0,1.94591014905531,2
3.31338538170615,-1.9,0.3,0.38,61.7,0.046,-96,235,0.9955,3.2,-0.06,2.8,0,1.94591014905531,2
3.27871910120973,8.8,0.41,0.64,-81.1,0.281,-106,9,0.96614,2.39,0.78,15.5,0,2.30258509299405,2
4.43612765608002,6.1,0.1,1.31,2.1,0.031,50,416,0.95175,3.39,0.72,18.6,0,1.94591014905531,3
5.22135891369351,6.7,0.22,-0.35,1.2,0.394,-313,86,1.0008,3.1,0.33,16.6,1,1.94591014905531,3
4.36203562065288,6.8,0.31,-0.09,-20.9,0.052,35,143,0.9959,3.14,-0.13,9,1,1.94591014905531,2
3.77096562159046,5.4,-2.265,-0.55,43.5,0.292,36,110,0.99438,3.26,0.41,9.5,0,1.79175946922805,2
4.66600040225456,7.8,1.76,1.01,-90.5,0.033,37,427,0.994,1.14,0.35,6.4,1,2.19722457733622,3
4.91211509815494,22,-1.15,1.41,10.5,0.043,49,228,0.9974,3.83,-0.84,10.4,1,2.30258509299405,3
1.96248807608448,6.4,-0.5,-0.48,-38.6,0.152,23,480,0.9814,4.29,0.56,12.4,0,1.94591014905531,1
3.29564734199292,-4.6,0.23,-0.23,67.3,0.044,201,-54,0.99831,3.22,0.62,6.6,0,2.07944154167984,2
1.25233048836248,6.8,-0.33,-1.25,21.9,0.052,583,127,0.9933,3.04,0.54,8.9,-2,1.94591014905531,1
5.23197704092342,6.4,0.18,0.33,4,0.186,98,-16,0.94301,3.06,0.4,9.3,1,1.94591014905531,3
1.39124486957943,0.8,0.25,-0.62,2.5,0.541,5,210,1.0107,3.52,0.94,5.6,-1,2.07944154167984,1
3.34223362504159,7.7,0.26,0.3,46.1,0.287,20,38,0.92576,3.29,1.61,7.6,0,2.07944154167984,2
1.51160443561105,4.4,0.45,0.07,-10.8,0.331,10,123,1.00723,2.97,-0.68,10.8,-1,1.94591014905531,1
3.63047849213456,16.1,0.125,0.07,54.6,0.044,361,68,0.99014,2.1,0.5,12.4,0,1.94591014905531,2
3.50427517893486,-4.5,0.21,-1.15,121.2,0.046,237,216,0.98368,3.25,1.9,17.5,0,2.07944154167984,2
6.08094041365155,16.6,-0.17,1.18,2.6,0.238,12,60,1.02471,4.05,-0.39,9,1,1.79175946922805,4
1.46515103543524,6.2,1.47,0.28,67.3,-0.54,-218,111,0.94691,3.5,-0.16,10.2,-1,2.07944154167984,1
1.79462628970384,3.3,1.75,0.35,2,0.059,19,552,0.9944,4.42,-1.19,9.9,0,2.07944154167984,1
4.24127911226716,7.3,0.29,0.3,13,-0.309,52,312,0.9986,3.06,0.41,8.7,1,2.07944154167984,2
3.85437456340654,1.4,0.27,0.58,75.6,0.036,44,476,0.9686,3.06,0.56,8.9,0,2.19722457733622,3
5.36415274471689,8.7,0.15,-0.78,-27.1,0.364,-84,456,0.99046,2.05,0.34,17.4,1,1.94591014905531,3
1.59131049835758,6.3,0.39,0.32,5.9,-0.479,352.5,260,0.97682,3.12,-0.99,10.1,-1,1.94591014905531,1
4.94058497521073,7.4,0.16,0.49,1.2,0.857,164,-72,1.01098,4.23,0.52,12.5,1,2.07944154167984,3
2.94734046546997,9.4,1.045,0.35,-7,-0.296,226,95,0.98822,3.44,0.46,17.3,-1,1.94591014905531,2
5.47844273258317,-14.5,-0.16,-1.24,-1.3,-0.678,13,94,0.9904,3.79,-0.82,15.6,1,1.94591014905531,3
5.81187162139907,7.1,0.29,0.34,7.8,-0.886,49,128,1.01555,4.39,0.4,10.7,1,2.07944154167984,4
1.24267658180887,4.4,0.45,3.19,1.3,-0.107,152,79,0.9937,4.4,0.38,11.6,-2,1.94591014905531,1
6.51889268739393,11.8,0.78,0.74,2.8,0.088,74,410,0.9928,3.51,0.93,18.4,2,2.07944154167984,3
4.31495989068879,8,0.58,0.08,1.9,0.059,20,31,0.97305,2.24,0.64,10.2,0,1.79175946922805,3
5.73282571763816,3.9,0.38,0.36,3,0.081,119,770,0.96381,3.04,-0.42,14.7,1,2.19722457733622,4
4.24542066643871,2.9,1.09,2.02,82.2,0.039,151,397,0.99064,3.08,0.38,6.5,1,1.94591014905531,2
4.92517196197746,9.2,0.42,-0.78,1.7,0.04,535,172,1.04207,2.98,0.67,12,1,2.19722457733622,3
1.93872037502215,9.3,0.13,0.25,12.9,-0.291,262,314,1.02763,3.05,0.91,10.4,0,1.94591014905531,1
5.01340360364306,6.8,0.27,0.36,7,0.043,74,207,0.98756,2.56,0.49,3.8,1,1.94591014905531,3
3.83552996709514,10.4,1.65,-1.09,2.8,0.44,20,420,0.99624,2.51,0.49,10,0,2.07944154167984,3
4.10570274822286,7.5,0.33,0.48,81.55,-0.237,55,-129,1.001,2,1.56,15,0,2.07944154167984,3
1.94516706693116,6.8,0.68,1.46,1.4,-0.154,38,108,0.97004,2.07,0.98,12,0,1.94591014905531,1
4.99479283662552,6.5,0.3,-1.07,129.7,0.029,35,138,0.99114,2.64,0.6,5.7,1,1.94591014905531,3
3.24308818216074,5.9,0.42,0,44.7,0.048,4,0,0.95427,3.71,0.74,19.5,-1,1.6094379124341,2
1.56322805408243,7.6,-1.27,1.87,28.5,0.033,26,146,0.99076,2.98,0.49,14.7,-1,2.07944154167984,1
3.6963039898251,-2.7,0.25,0.27,-51.2,-0.075,222,141,0.99592,1.95,0.5,9.8,0,1.79175946922805,2
5.14717363938518,13.6,0.27,0.32,34.8,0.435,18,93,0.99044,3.11,2.07,12.25,1,1.94591014905531,3
3.6901781006025,3.9,-0.59,-0.82,3.2,0.088,15,126,1.03349,1.82,0.51,6.7,0,2.30258509299405,3
1.38746780925452,7.8,0.6,0.82,52.8,0.08,14,3,1.04774,2.6,0.52,9.9,-1,2.19722457733622,1
1.83263670460847,-1.1,-0.98,0.37,1.7,0.05,31,243,0.97693,4,2.11,11.8,0,2.19722457733622,1
4.43064261786373,16.1,-1.52,1.54,2.4,-0.281,569,100,0.99135,3.08,0.28,14.1,0,2.07944154167984,3
3.95435863945714,5.8,0.26,0.3,9.3,0.172,35,531,0.99581,4.31,-1.21,8.1,0,2.07944154167984,3
1.85700827577509,8.1,-0.71,-0.87,15.1,0.081,12,100,0.89684,3.53,0.23,9.6,0,2.19722457733622,1
1.69570632827581,5,0.24,0.48,-39.2,0.039,48,236,1.01304,3.69,0.62,13.3,-1,1.6094379124341,1
2.3206234353848,9.1,1.51,0.24,17.6,0.113,279,117,0.9928,3.16,0.05,13.4,1,2.07944154167984,1
2.84031113338141,13.9,0.27,0.6,-54.2,-0.81,36,372,0.97054,2.26,0.55,11,-1,2.07944154167984,2
2.70643121523035,6,1.72,-1.14,-27.7,-0.399,36,174,1.03561,3.14,0.5,9,-1,1.94591014905531,2
1.70346709321785,12,0.6,0.08,2.6,0.592,3,-237,1.03191,1.99,-0.05,7.8,0,2.19722457733622,1
4.24696636716404,12.9,-0.84,0.43,43.6,0.057,32,181,0.98602,3.41,0.51,10.5,0,1.94591014905531,3
3.97743430098436,12.5,1.21,1.77,-52.9,0.593,47,-94,1.04535,4.32,3.66,13.4,0,1.94591014905531,3
1.65578026326616,5.9,1.36,0.28,1.9,-1.083,304,78,0.9918,2.52,-0.47,11.2,-1,1.79175946922805,1
1.90522243213638,27.9,-0.3,-0.69,-12.1,-0.102,-199,276,1.02745,3.1,0.76,9.5,0,1.94591014905531,1
3.08768990777258,-12,0.635,-1.59,1.8,0.97,183,218,0.97322,2.39,-1.36,9.3,0,2.30258509299405,2
3.40345365994694,7.2,0.5,-1.04,0.8,0.555,132,-52,0.9932,4.7,-0.48,14.3,0,2.07944154167984,2
1.86373559037035,3,-0.26,0.52,47.1,0.219,312,382,0.97551,3.08,0.56,8.7,0,2.07944154167984,1
4.03435621798596,11.8,0.24,0.33,21.1,0.613,45,101,1.01842,3.8,0.46,11.7,1,2.19722457733622,2
4.53944921604222,7.3,-0.18,0.41,14.6,0.048,73,223,0.99863,4.01,0.71,9.4,0,2.07944154167984,4
4.54768951964221,6.2,1.02,-0.01,24.95,0.417,39,-224,0.9931,2.66,1.91,10.8,0,1.94591014905531,4
3.82768541601302,7.9,0.29,0.16,-31.8,-0.507,-23,177,0.99706,3.13,0.89,10.6,0,2.30258509299405,3
1.74277820052326,10.7,-0.12,-0.68,-46.95,0.456,-50,276,1.01888,1.83,0.32,8,0,2.19722457733622,1
2.55926074016646,0.4,0.22,2.13,26.9,0.042,301,168,1.02009,2.47,0.36,20.5,1,1.94591014905531,1
5.15534510552385,6.6,1.06,-0.36,-3.3,0.042,249,101,0.99195,4.08,0.41,10.5,1,1.94591014905531,3
3.61632643531562,14,0.17,0.76,-47.5,-0.213,-77,122,0.90113,2.26,0.52,8.5,0,1.94591014905531,2
2.09087177646299,6.4,-1.645,-1.07,3.3,-0.208,-338,547,0.99482,3.42,-0.35,13.7,0,1.79175946922805,1
5.23323528478333,7.1,0.38,0.71,3.5,-0.031,38,-489,0.98872,4.18,0.47,12.2,1,1.94591014905531,3
1.40504287325568,3.5,-0.43,0.49,1.3,1.176,27,372,0.9936,2.49,-1.01,10.2,-1,2.19722457733622,1
3.25537864402209,9,1.48,1.84,23.8,-0.287,20,-256,1.0262,3.16,-0.04,7.1,0,2.07944154167984,2
3.54060710473396,12.5,0.4,1.08,2.1,0.339,15,230,0.998,2.2,0.81,9.7,0,2.484906649788,3
2.93817472043096,14,0.42,0.27,2,0.142,252,55,1.03355,3.78,0.64,12.3,-1,1.79175946922805,2
5.05329570078573,7.5,1.46,1.64,5.8,0.564,23,401,1.03148,3.18,0.59,10.5,2,2.07944154167984,2
2.22655003504076,7.3,0.42,-1.35,2.7,0.084,-219,-250,0.98045,3.21,-0.73,6.5,1,2.07944154167984,1
2.36537976338508,19.3,0.52,1.7,2.3,-0.338,8,38,0.98533,4.6,0.61,12.3,1,2.07944154167984,1
1.89714162903894,10.4,-1.16,0.14,51.4,0.06,12,113,0.99344,3.32,0.34,5,0,1.94591014905531,1
6.6094873142059,7.5,2.34,2.11,125.55,-0.363,31,159,0.96564,4.56,0.44,7.8,2,2.19722457733622,4
2.27120948034071,8,-0.81,-0.89,2,0.108,133,-341,0.99735,2.94,0.61,10,1,2.19722457733622,1
1.44409363971884,-2.9,0.05,0.32,4.6,0.041,-220,370,0.99184,3.04,0.03,13.7,-1,2.19722457733622,1
3.96162124602631,4.9,-1.365,0.34,1,0.068,32,143,0.96046,3.24,-0.06,16.7,0,1.79175946922805,2
3.68192132558079,13.4,0.14,-0.07,-15.4,0.362,83,-103,1.01471,4.27,0.55,8.5,0,2.30258509299405,3
1.95705366603854,10.8,-0.68,0.37,23.5,0.073,79,200,1.03375,3.29,-0.88,11.9,0,1.94591014905531,1
3.00277828539258,7.9,0.58,-1.55,17.4,0.442,23,94,0.99686,3.49,0.58,9.5,-1,2.19722457733622,3
3.38820971148036,6.5,1.69,-0.68,15.3,0.038,-110,107,1.00949,3.32,0.41,11.6,0,1.94591014905531,2
1.97611219018073,7.3,0.56,0,-55.8,-0.46,6,185,0.9948,3.59,-0.45,13.3,0,1.94591014905531,1
3.59734935229036,5.4,-0.18,0,1.2,0.041,-167,152,1.02722,3.09,4.18,12.5,0,1.79175946922805,2
2.70641110616957,6.9,0.3,0.49,-45.6,0.057,25,156,1.03915,4.61,0.63,12.9,-1,2.07944154167984,2
4.27606798380456,6.6,1.57,0.25,-50.5,0.038,-237,121,1.01841,0.93,0.71,12.6,1,1.94591014905531,2
3.97990917712935,6.2,0.39,0.09,-56.5,0.393,15,26,1.04183,3.57,0.63,8.2,0,1.94591014905531,3
2.21785454973603,11,1.18,0.44,2.2,-0.092,247,24,1.00005,1.84,1.72,9.2,-1,2.77258872223978,2
3.57687625698454,5.9,0.36,0.04,-18.1,0.046,187,87,0.9934,3.22,0.51,5.7,0,1.79175946922805,2
4.97034876611217,6.4,-0.425,0.12,1.1,0.035,269,491,0.96094,4.1,0.09,13.6,0,1.94591014905531,4
5.28696798560391,4.1,0.29,0.41,10.8,0.048,22,348,0.98441,1.9,0.71,13.16666667,1,1.94591014905531,3
2.43317613744934,6,-0.36,0.15,-28.8,0.551,-143,403,0.99571,3.05,1.67,9.1,1,1.79175946922805,1
4.63037821010692,8.8,-0.29,-0.79,10.8,0.285,415,56,1.03674,2.56,-0.65,5.2,1,2.30258509299405,3
2.76030679478073,6.7,0.15,0.79,7.9,0.059,284,81,0.99512,4.05,-0.17,5.1,-1,1.94591014905531,2
1.47124543787188,6.8,0.27,-1.21,58.2,-0.11,36,572,1.04811,3.15,1.91,7.8,-1,1.94591014905531,1
1.97885726664734,8.1,0.245,0.33,1.1,0.049,-346,318,1.01675,3.13,0.42,13.2,0,1.79175946922805,1
1.62880266807909,11.8,0.33,-0.55,3.4,0.093,54,325,0.97515,2.96,0.76,10.7,0,2.56494935746154,1
1.89807885573891,6.4,0.18,0.32,31.5,-0.33,24,30,0.9963,3.35,2.85,9.4,0,1.94591014905531,1
3.42713659707825,14.8,0.59,-2.33,1.6,-0.47,3,16,0.9962,3.42,0.92,17.2,0,2.19722457733622,2
1.64362482975649,9.1,1.465,0,11.3,0.093,269,-222,0.98526,3.36,0.92,3.6,0,2.30258509299405,1
3.44308310154347,6.6,0.62,0.2,-10,0.046,-53,-84,1.01832,3.17,-0.95,9.3,0,1.94591014905531,2
2.98213497291043,4.4,0.84,0.54,2.2,0.587,278,377,0.9984,3.08,-0.74,9.3,0,2.484906649788,2
2.82060336896046,17.4,0.85,0.33,1.9,0.857,37,190,0.98945,3.26,0.58,9.7,-1,1.79175946922805,2
5.82762070322396,7,0.29,-0.54,1.6,-0.882,-182,-235,1.02097,3.26,0.47,13.6,1,2.07944154167984,4
3.92429477650119,-1.1,1.08,0.02,-61.2,0.049,-273,-26,1.06081,3.05,0.63,9.95,0,1.94591014905531,3
3.37293514186064,7.7,0.28,0.33,2.4,0.053,-25,175,0.992,3.2,-2.43,7.9,0,2.07944154167984,2
3.61524363011923,7.2,-0.13,-1.28,43.9,-0.504,80,98,0.96192,3.13,-0.21,25.2,-1,2.07944154167984,3
1.86868747710317,18.6,1.59,-0.76,-57.1,-1.124,34,299,0.9964,3.36,1.19,10,0,2.07944154167984,1
3.48336889439302,11.2,-1.22,-1.07,2.4,0.042,30,382,0.994,3.43,0.61,10.5,0,2.07944154167984,2
2.75858056122871,6.8,0.22,-1.27,10.6,0.07,161,188,0.99654,2.87,-1.03,6,-1,1.94591014905531,2
4.12524415529776,6.6,0.26,3.21,-54,0.04,18,21,1.01298,1.84,-0.98,7.5,0,1.94591014905531,3
2.89938769208794,28.1,0.18,0.81,-39.4,0.074,17,149,1.04589,3,-0.14,15.8,-1,1.94591014905531,2
4.69444953144896,8.9,0.205,0.13,3.45,0.415,41,152,1.03686,3.97,0.52,13.8,1,2.30258509299405,3
2.00811994502088,-1.3,-2.12,-0.88,-4.1,0.066,225,207,0.98366,2.91,0.52,9.8,0,1.94591014905531,1
3.23766539640766,28.6,0.655,0.88,92.5,0.511,15,113,0.98617,3.17,-0.92,9.8,0,2.19722457733622,2
3.48785917209957,-0.9,0.56,3.15,3.1,0.428,28,157,0.994,3.13,0.58,12.1,0,1.94591014905531,2
4.46598724729956,13.5,0.39,0.2,1.2,0.041,35,532,0.99225,1.99,-1.32,11,1,1.94591014905531,2
2.78155685947311,6.8,1.09,-1.06,-12.5,0.404,225,172,0.97741,3.29,0.55,11.6,-1,1.94591014905531,2
1.88341580946381,-5.7,0.21,0.26,-35.4,0.061,-34,198,0.99918,3.11,1.59,10,0,1.94591014905531,1
3.24789877902699,7.1,-0.1,0.41,3.1,0.018,15,37,0.99004,3.02,0.86,11.9,-1,2.07944154167984,3
1.45637205581074,7.1,-0.99,-0.35,59.6,0.215,-213,-68,1.02786,3.88,1.7,11.1,-1,2.07944154167984,1
2.7459148403061,13.8,-0.16,0.17,31.9,0.065,236,24,1.00728,4.49,0.68,11.05,-1,2.07944154167984,2
2.74381761176535,7.7,0.28,0.29,4.3,-0.192,190,392,0.9939,2.06,1.31,10.2,-1,2.07944154167984,2
1.47166238208022,2.2,0.55,-0.04,-8.3,0.323,306,201,0.99253,2.38,1.93,11.4,-1,2.07944154167984,1
